299,648 290,170 161,205 138,977 244,129 148,351 286,103 190,158 196,657 164,811 
238,172 340,038 317,799 194,697 271,915 183,839 345,628 218,294 247,332 218,144 
403,968 568,876 258,374 283,497 510,497 331,916 570,022 382,682 442,119 345,399 
717,301 727,806 372,363 332,897 570,030 360,803 598,070 432,447 494,530 401,339 
251,554 348,594 440,607 237,796 276,210 212,839 366,936 228,405 287,241 241,907 
300,578 389,040 213,249 198,877 347,378 219,029 422,127 268,174 293,448 242,173 
215,953 215,108 120,895 117,313 199,460 130,182 218,186 146,856 182,592 135,581 
130,918 154,230 127,368 89,206 136,768 92,060 163,059 105,183 135,391 105,496 
156,908 206,999 140,549 104,897 165,094 112,831 196,702 132,438 149,792 124,422 
298,399 377,220 253,571 200,724 315,580 215,536 360,436 243,867 286,728 229,145 
*** *** *** *** *** ***
379,197 1 266,398 426,563 936,490 735,636 424,343 528,458 806,110 670,021 763,520 
258,302 704,509 292,553 452,244 511,236 251,812 271,071 524,234 387,787 496,163 
176,296 387,209 168,250 264,659 346,469 172,154 157,061 359,934 222,567 356,254 
209,066 483,837 213,803 332,054 377,530 202,310 185,446 429,991 272,920 408,321 
126,888 337,888 169,615 223,233 313,553 126,281 139,795 253,303 220,283 259,665 
339,700 801,760 246,367 516,527 491,654 339,727 298,577 688,401 352,308 647,392 
101,405 285,899 119,154 165,867 209,895 97,323 108,856 198,288 155,482 189,686 
171,798 543,354 311,092 459,643 526,852 194,730 254,911 365,748 421,109 370,001 
185,596 395,615 207,431 303,785 639,844 173,090 194,283 399,669 312,862 524,614 
211,634 769,923 301,956 676,461 528,575 260,198 343,953 482,056 483,398 492,447 
*** *** *** *** *** ***
187,718 297,638 156,259 232,889 94,914 341,342 149,971 390,651 321,005 145,718 
383,297 566,032 308,383 476,472 182,630 639,416 312,994 739,887 578,102 282,289 
333,364 642,802 301,738 501,307 188,756 559,312 287,027 726,568 640,429 302,882 
417,709 679,634 325,214 482,441 212,421 715,927 331,330 937,506 698,704 314,272 
260,586 508,466 255,795 381,816 150,557 460,205 233,774 604,847 481,146 254,078 
210,582 356,366 178,287 283,068 104,628 358,643 182,966 419,379 339,979 169,941 
617,366 1 059,563 531,199 862,965 309,620 1 034,059 540,516 1 234,388 984,340 514,493 
287,917 469,158 231,744 360,094 132,219 610,538 239,793 600,919 496,896 217,020 
128,048 221,572 110,446 179,594 64,467 217,075 112,109 258,012 208,417 106,851 
223,780 385,742 196,270 317,953 110,767 408,784 197,867 465,339 365,506 189,470 
*** *** *** *** *** ***
